ID,Nom de la filiale,Pays,Région,Secteur d'activité,Type de production,Volume de production,Coût de production,Prix de vente,Revenu,Dépenses,Profit,Nombre d'employés,Taux d'accidents,Investissements en RD,Emissions de CO2,Efficacité énergétique,Date de création de la filiale,Date de dernier rapport financier,Note ESG,Statut légal,Part de marché
1010,Robinson-Collins,Afghanistan,Port Stevenberg,Renouvelables,Pétrole,1977,97073.95965065416,179067.36562625284,113042.44741290674,267241.7774853357,486696.0927519964,3608,2.800389773529436,397093.0775506139,2604.4185437531014,95.24518328028604,2012-11-08,2023-06-18,26.63,Partenariat,27.25
1011,Marshall-Peters,Liechtenstein,East Kim,Exploration,Pétrole,2679,320993.44276755024,87242.80417569572,837793.0030180424,55878.44213709812,69343.83605777813,2813,7.448084365283773,70157.5525006933,2171.4146808052287,12.08834014156852,1997-02-05,2023-02-13,45.98,Privée,5.5
1012,"Glass, Stevenson and Murray",Indonesia,Kevinview,Production,Hydroélectrique,8169,410189.4805235687,404675.4800872908,463217.0603226016,193115.5956760408,227749.10404012824,2274,8.872926989462432,199736.0096350643,9128.221064739424,48.0591334547959,2019-02-07,2023-05-17,2.54,Privée,13.91
1013,Sawyer-Decker,Norfolk Island,New Jason,Raffinage,Gaz,9876,93276.97171822868,211767.7322612326,106551.98843355736,217912.11883801868,382296.8018243826,2986,1.0918828836722372,178251.58237687306,6443.110691888074,54.52337116193187,2017-08-18,2023-09-15,76.49,Publique,85.93
1014,Brown-Sparks,Swaziland,Robinsonhaven,Exploration,Éolien,3316,194389.2112269429,449506.2092933061,527841.3928788798,184196.11099588964,321070.2464408514,389,8.070355440631369,201924.3291776139,2856.0394819839285,84.02898530513131,2005-09-14,2023-11-13,33.56,Publique,0.85
1015,Moss-Martin,Turkmenistan,Barryfurt,Exploration,Éolien,3134,57110.35553539334,483625.00411386,747187.7275334405,104728.17546057534,61742.36828122211,1220,8.937466950204827,112406.89655282184,8202.511578717804,73.15990628613082,1999-12-25,2023-10-01,26.95,Publique,33.14
1016,Hill LLC,Cambodia,New Charles,Raffinage,Hydroélectrique,7679,140990.37034607644,101915.61374488867,268236.1850868823,320730.9013150717,201014.3855482978,3377,5.301732804541901,179451.15222751853,5739.931329181286,80.47303870693824,1995-08-02,2023-02-06,43.46,Privée,38.94
1017,"Gonzalez, Romero and Rhodes",Gibraltar,New Jared,Raffinage,Solaire,3832,106305.75172396714,159814.00789840892,399724.2489074059,187352.0490554013,196497.593052194,2553,6.310642136756414,73123.68901251451,9364.7094646714,80.293838713805,1999-06-05,2023-09-12,76.86,Publique,43.62
1018,Ware-Collins,Hungary,New Scottbury,Production,Éolien,3950,227793.4542980216,138321.7400766287,619125.1427206123,172090.12057462236,304152.80316833605,2213,9.174132775661906,429456.8958333672,4361.208270567856,27.81241721795805,2006-10-02,2023-05-20,88.14,Privée,33.24
1019,Bowman Ltd,United States Minor Outlying Islands,Weaverton,Renouvelables,Pétrole,723,234798.55758585475,290720.1775563788,260832.2337350549,202553.4670705845,428353.7073712005,1139,3.522405112313598,69679.36453633275,4651.273142211501,50.27752122756119,2008-12-13,2023-12-25,40.79,Privée,49.82
1020,Chavez-Stokes,Eritrea,South Carol,Production,Éolien,5381,166055.68757839646,437466.22910167056,817767.6104214613,352853.63487399666,115627.7560401436,4865,8.990924809091684,211043.65652967984,2928.242847211372,87.19203245024515,2020-06-23,2023-02-03,31.84,Publique,65.93
1021,"Cook, Bryant and Jones",Saint Kitts and Nevis,Port Sarah,Raffinage,Éolien,1696,292526.9632676238,359733.4744884916,617757.6156722312,348825.1821151474,46636.56246473784,1305,3.149180648974058,90907.09734610036,1127.7098906796086,77.81010373088341,1995-12-06,2023-10-22,33.9,Publique,39.27
1022,"Wilson, Hernandez and Smith",Mongolia,Jasonborough,Distribution,Solaire,6234,381584.4493006563,476661.6953400221,235627.40801428535,133695.6007127709,478099.2087921153,229,3.444829786789612,329421.32415189705,5395.867387158806,19.33602302078381,2014-01-30,2023-12-21,19.35,Publique,96.95
1023,"Scott, Gonzalez and Welch",Reunion,Rebeccashire,Renouvelables,Éolien,6618,389589.5141242406,183058.26622227157,228296.4961995515,252895.53212832415,251232.39573059365,273,5.017932526909821,305368.749532666,8123.63579614685,97.26265839014262,1997-07-19,2023-12-10,61.58,Privée,84.32
1024,"Campbell, Garcia and Perry",Martinique,East Loriborough,Exploration,Gaz,4797,175163.6750065537,285623.25437033625,799305.7568102832,397025.875637508,239747.67361392957,4285,0.9745081425195412,438381.4131606504,8133.385892211308,40.60473761218791,1998-10-08,2023-12-15,88.26,Partenariat,95.56
1025,Bryant Ltd,Bolivia,Doughertychester,Renouvelables,Gaz,5911,446418.42025161016,248127.82581026971,321380.9446104126,271380.0886861896,216971.49728656,3868,8.372304202181848,329656.3786799825,2446.2058520169435,51.37904828758092,2023-10-03,2023-04-06,29.24,Publique,18.04
1026,Macdonald-Graham,Belgium,Port Grantchester,Distribution,Hydroélectrique,1265,205809.19557322568,391848.7568483044,468474.1853060927,149270.28938749427,293420.6870166708,3760,9.855667101270834,60281.759676405,8297.427862108243,20.176983495871745,2002-05-03,2023-10-16,31.84,Publique,44.42
1027,"Prince, Hanson and Sanders",Israel,Jonestown,Distribution,Gaz,3556,135800.11768975825,73656.83264542712,226157.869054114,382453.01767895033,393886.4242704829,386,4.656789070363794,222344.5347132017,9014.073071170948,14.449156844399438,2014-11-25,2023-08-19,29.23,Partenariat,39.53
1028,Hopkins PLC,Venezuela,Brettside,Production,Éolien,9965,441478.1300473816,491222.2869919728,758362.0004741,193556.73732359413,110371.53308642015,1129,4.843454212106853,420071.4399602645,5214.78577268414,17.647114203361006,2023-04-18,2023-02-15,86.8,Publique,84.09
1029,Young-Stephens,Burundi,North Robinton,Distribution,Éolien,9369,247774.42746669144,176686.3785391056,896179.6683480092,72160.75265600422,-36734.62547506364,2924,1.1029337632574254,35118.31204581876,9869.481286843324,52.320761195758976,2013-08-17,2023-03-18,92.93,Privée,99.32
1030,"Bishop, Riley and Floyd",Burkina Faso,West Maria,Distribution,Hydroélectrique,3378,111904.09303634976,61152.66650450694,534779.5021472883,442385.5430834639,330827.31607075327,4677,2.613055856170348,437143.8672048259,4134.900514108214,49.43056082976938,2013-07-24,2023-02-10,25.83,Privée,79.51
1031,Johnson-Hughes,Dominica,Lake Christinaside,Raffinage,Gaz,1422,198925.25152971337,144702.14497721707,933055.0297467452,184627.44268534984,252163.86609542544,4326,3.5269062527336925,69672.66743977596,9844.588264929847,22.3327025387532,2010-03-01,2023-05-22,60.31,Publique,56.49
1032,Moore-Smith,French Guiana,Hughesmouth,Raffinage,Solaire,4595,496891.6151270254,517500.7381453386,562398.0947065433,282266.1317953731,347453.42530065926,1759,6.468922527420867,143379.74598333865,5342.332586153883,96.1577052301402,2008-02-05,2023-08-25,85.34,Publique,92.39
1033,Ramirez PLC,Azerbaijan,Elizabethland,Production,Pétrole,4467,434671.61349207466,557459.6634041206,204512.27180820887,395284.3441949851,290011.13038367045,927,0.0825145884076539,21684.976314779087,7188.1349701886265,19.840440779635838,2005-05-11,2023-04-13,17.98,Privée,32.38
1034,Thompson PLC,Greece,Deniseton,Raffinage,Solaire,4468,258530.0761014028,588178.763657544,106535.85278539883,274078.11671715643,-8731.902149053858,3622,9.367842819958891,289160.4652423012,4494.345890331326,99.77102036637032,2013-04-09,2023-04-07,69.46,Privée,2.93
1035,Thomas Inc,Greenland,East Victoria,Production,Gaz,476,141920.5905817864,246745.98120643076,831669.0997849685,58146.90945864485,386468.6814106398,2314,1.254025152336904,124004.11447420536,1456.2328424401594,96.96915678473614,2018-12-22,2023-07-19,54.65,Privée,70.99
1036,Williamson and Sons,Turkey,Lake Brandon,Renouvelables,Pétrole,1772,277732.6593982026,185394.2808759877,691877.7684807571,354889.5786344849,352060.0572520773,3716,8.246857653112762,417106.5404057043,1717.1984520252238,21.668589787472072,2019-12-31,2023-10-16,58.84,Partenariat,98.03
1037,Sanchez Inc,Solomon Islands,Christopherborough,Raffinage,Hydroélectrique,7896,221212.37560274656,264700.94878838095,912577.4062888328,430007.6642591679,499141.75918115466,3191,9.532309936059496,132048.96411137455,984.3106649680476,67.57646936769422,2006-09-07,2023-05-21,53.37,Privée,73.79
1038,Diaz-Vaughn,Sweden,New Sara,Raffinage,Gaz,6424,395735.7029232656,299583.3343799408,515231.337294754,202097.57667104717,465938.31953989057,2520,3.9504969942757953,331354.8474875048,1758.158540180878,60.24069122580363,2017-04-25,2023-06-17,60.07,Privée,24.16
1039,"Lloyd, Eaton and Cain",Montenegro,East Teresa,Renouvelables,Gaz,1160,131621.19843652326,482724.0773942332,465396.7606070879,432690.8015730219,313724.88613897015,352,2.863608077672791,417126.4588859375,5045.332205024508,22.60370347766088,2012-10-03,2023-07-27,67.39,Partenariat,18.4
1040,Murray-Martinez,American Samoa,Willieberg,Raffinage,Solaire,2496,345066.994773216,102026.6451095778,990430.4416796528,138428.6755345125,266639.67583599256,1879,4.027743857022196,181360.34695714025,6512.905174070856,97.01231775127737,2020-04-16,2023-11-04,50.58,Partenariat,71.64
1041,Waters-Weber,Argentina,New Michelleside,Renouvelables,Pétrole,5203,324205.76114909386,558114.537147217,232765.1665214708,222544.54026562817,115621.94407108592,1637,3.2005424162162943,141247.95658210022,368.0684766297063,39.63342567624312,1996-04-29,2023-12-18,23.43,Privée,67.78
1042,"Daniels, Villarreal and Hall",Fiji,Lake Bretttown,Distribution,Pétrole,3846,270148.0676388275,151626.14109994526,773735.7849382281,115610.9849648373,185983.8859773985,2771,0.8004403081596889,40541.97922566428,5203.125077566048,23.57652755885864,2022-06-28,2023-11-20,54.02,Privée,35.81
1043,Sellers PLC,Comoros,Port Kathrynfort,Renouvelables,Éolien,799,292561.968208011,133090.36957847158,385234.6928348565,263080.533094553,-49044.25600920682,4537,8.49895438999817,469570.2181564792,9099.422215803206,29.072391259143657,1998-03-20,2023-08-18,20.07,Publique,24.38
1044,Frost Inc,Gabon,Patriciamouth,Exploration,Gaz,7736,331541.3721391298,293825.47035292163,209600.91002674983,110396.46123700873,414398.2188224805,3937,4.040637317935802,304415.52144503914,4447.327627259386,53.32266916750744,2015-03-17,2023-05-17,49.29,Publique,46.7
1045,"Williams, Reed and Jackson",Norfolk Island,Crawfordmouth,Exploration,Gaz,785,240767.11220093988,475388.0538977637,685231.2330251094,251945.21702358616,426519.0451800784,2146,0.2456002258200795,199721.7166797292,9642.00205466367,15.679668308227363,2020-01-06,2023-03-18,58.37,Publique,81.09
1046,Huff-Crawford,Malaysia,South Traci,Renouvelables,Pétrole,5303,364965.8032777346,229485.41569561188,668224.5264573311,402752.46250702086,-28134.131484558773,3301,1.1752839376475277,364542.4203802577,1732.9969223311498,71.57812490731587,1996-08-02,2023-05-16,70.63,Partenariat,64.68
1047,"Rodriguez, Hogan and Carpenter",Sri Lanka,Dianafort,Raffinage,Hydroélectrique,419,460236.7526258276,509473.26098010753,581198.9433072936,288542.5300377942,274747.08101174864,2593,7.992654518470771,67011.46913534123,859.4033742754734,54.645396108105786,2012-11-09,2023-01-05,95.29,Privée,61.0
1048,"Butler, Bowman and Dawson",Mauritania,North Taylorstad,Raffinage,Éolien,3416,391107.2156028336,117344.67154338631,101000.07975403692,94396.00412118172,420567.80350435374,3154,2.2994163287421387,187142.09561466624,7921.658030793136,30.692345005354905,2019-03-29,2023-09-14,66.56,Publique,73.07
1049,Davis-Randall,United Kingdom,Morganstad,Raffinage,Pétrole,192,456433.9839100176,306746.5853284728,183142.13185251472,176678.68432544463,45810.11629855343,1466,5.47714036268946,195617.48569478103,3920.835304237743,38.22367443189856,2010-07-02,2023-09-12,42.14,Privée,84.54
1050,Guzman and Sons,India,South Kendrafort,Raffinage,Pétrole,2651,126101.74369334755,279758.84883394977,402140.4944936389,159043.15921069097,376361.6544235079,2801,9.21527462386963,16676.616153793322,5157.736026927082,72.76628553052495,2009-08-21,2023-12-16,5.17,Privée,58.25
1051,Wood Group,Grenada,Wallsport,Renouvelables,Gaz,7110,311422.0362191576,443611.8877885861,772077.5077399744,332275.61075401865,195827.9754918899,3058,5.32706855464058,457010.0324694216,8758.828072654167,81.49846162453183,2007-07-26,2023-01-08,47.48,Privée,67.58
1052,"Vasquez, Martin and Perez",Senegal,West Kennethside,Exploration,Hydroélectrique,7228,495347.5003545908,156392.8514962209,461097.8437000266,210924.9182162516,117511.36737618872,4876,8.171160119782353,287365.54826577863,471.4215352065968,16.584492742222942,2013-04-08,2023-06-30,5.61,Privée,48.16
1053,"Shields, Whitehead and Harris",Guinea-Bissau,South Jennyburgh,Raffinage,Solaire,2682,492058.9879303934,594440.7822979761,459893.9193137724,284797.4771770457,379407.95802081615,4473,1.3755403735789162,158740.23491201547,1012.309577630944,16.97974904960348,2004-01-18,2023-03-14,52.88,Publique,32.68
1054,"Beasley, Lee and Lamb",Myanmar,South Brenda,Raffinage,Solaire,1843,423226.7256238507,208240.36350335195,163843.49100500712,100052.59188345762,491165.3545635584,4770,0.117435401934024,350732.8307956649,2326.999505654341,24.860091857940542,2003-03-22,2023-06-19,27.61,Partenariat,38.89
1055,Peterson and Sons,Wallis and Futuna,Hughesbury,Raffinage,Gaz,1840,67228.42001357788,305565.3772384296,650013.2563853392,248619.5450317305,84813.72640525608,1365,6.0374943157783525,308233.2678200795,9906.491822310769,97.73507402953992,1998-05-29,2023-05-15,97.75,Privée,19.73
1056,"Frederick, Fleming and Gomez",Sao Tome and Principe,Port Codyfort,Renouvelables,Hydroélectrique,1982,428262.5582845316,542202.1683554435,600154.4629246965,331953.53159978904,483080.859501978,1809,6.953959689716289,174285.56071724283,4499.787118469591,11.116985612823942,1997-04-15,2023-08-03,2.71,Publique,85.48
1057,Cooper-Moore,Turkey,Christopherville,Renouvelables,Hydroélectrique,9243,498407.5020795418,509294.960132209,507721.1509938554,206778.96835212893,379682.71029811614,1800,3.2071599116506837,120094.82649328843,6093.092196679532,57.84845529541123,2014-07-31,2023-07-13,79.93,Partenariat,12.77
1058,Mejia-Jacobson,Gibraltar,Walkerland,Exploration,Solaire,9360,310937.46433665906,590020.3954532808,791988.2796487078,258148.6793688136,149007.4291165978,4955,1.1478976763848523,304960.804733332,6627.6090657770665,88.9137689175626,2020-12-19,2023-01-22,70.85,Partenariat,76.88
1059,Williams-Adkins,Kyrgyz Republic,South Dianemouth,Raffinage,Gaz,7765,102825.25756823191,325182.40160644124,922880.0053874212,471779.6323924536,450013.4709905181,2763,7.434175697762393,55715.797632107984,890.5134266393063,25.476570517156297,2022-03-10,2023-11-12,25.58,Privée,50.88
1060,"Morales, James and Brown",French Guiana,Brendatown,Exploration,Pétrole,3419,65071.774021912526,202416.7449100304,818093.0495783071,291839.97213187406,395107.7726782418,2858,6.170294211307633,137041.4779129167,6523.737463731488,22.16353886914384,1999-12-30,2023-04-24,16.74,Publique,2.05
1061,Keith Inc,Australia,East Chloefort,Distribution,Éolien,9229,403871.99968103,578824.9233044123,629483.9110031177,165883.10651927028,-38305.47666528915,1645,5.514396888612402,406911.81205410353,6620.190004132897,68.75772827922819,2002-05-28,2023-02-23,37.43,Publique,50.21
1062,Martinez PLC,Palau,Woodschester,Distribution,Pétrole,8068,159199.4651811548,474502.8381602052,428676.123469867,67203.46840813308,165385.78990295727,2914,8.784766090529452,39631.64648800563,724.9709215459831,67.38681376577952,1994-09-04,2023-10-14,52.01,Partenariat,22.88
1063,"Steele, Lyons and Thompson",Guinea,Rebeccamouth,Production,Pétrole,305,395146.88823738135,353068.0842305458,800694.4397801495,253294.25502879615,209688.6850394211,467,4.045396003139191,496138.8239223937,5736.298761952561,18.44446374095454,2002-05-13,2023-04-27,61.55,Privée,16.45
1064,Rich Inc,French Polynesia,South Julie,Renouvelables,Solaire,4735,162388.37756502745,146050.69507900416,291241.95930640085,225434.49390037105,7933.846984132753,2979,0.4350375542594464,258223.43534280843,1934.7039372645097,88.9998583891668,2017-07-22,2023-10-12,48.91,Partenariat,25.13
1065,Conley and Sons,Nicaragua,East Andre,Renouvelables,Gaz,3735,284336.861381116,122584.22440921424,308893.6955013105,98200.33061558928,364856.00314452336,3542,4.263019244911522,389262.1848780591,2357.54068245067,11.504523205893433,2009-06-10,2023-08-19,49.07,Publique,93.32
1066,Vasquez-Reynolds,United States Minor Outlying Islands,Emilychester,Exploration,Éolien,4901,63353.58748214678,423634.5640150893,396426.282267469,284015.74552328186,393376.4818425667,3783,3.540751569513673,271371.4005397581,7340.879164606452,69.66308942469946,1994-04-07,2023-01-17,33.64,Privée,86.31
1067,Ward-Gordon,Palestinian Territory,Stevenbury,Production,Solaire,5745,194396.853035081,300831.21697066573,473784.5774393007,402933.4380338862,17829.88110509343,3333,8.527056798752199,460491.04577710974,5848.101118207608,90.1703607910795,2006-10-13,2023-10-13,66.31,Privée,48.61
1068,Duke-Jordan,Swaziland,Hallhaven,Raffinage,Éolien,3100,210405.80908299444,334744.4336054267,908531.462711524,283530.68081620685,127856.57925317812,765,9.281941667611177,280443.1105384158,4984.890022884064,64.4125310992028,2023-04-10,2023-05-12,37.51,Publique,40.82
1069,"Hall, Hill and Jackson",Guinea,Dillonborough,Exploration,Solaire,9912,118291.46502606165,213822.67246175525,339882.4938020004,301401.48875432526,42457.45641339499,3922,6.0560836027715865,70002.77645710582,2257.843238225766,33.5387639102673,1998-12-16,2023-04-24,19.85,Publique,91.43
1070,"Schneider, Benton and Phillips",Luxembourg,Andersonberg,Distribution,Gaz,9922,390492.7460499236,285067.6864676209,121326.44501898187,101783.39024239316,216416.01729168463,1450,3.14272886964317,164794.47599224045,7110.457837533987,52.90889104512232,2016-02-09,2023-03-22,53.03,Partenariat,43.12
