ID_Client,Pays,TypeAbonnement,AppareilPrincipal,StatutCompte,GenrePrefere,ModePaiement,LanguePreferee,DateInscription,DateDernierPaiement,DateDebutAbonnement,DateFinAbonnement,DureeTotaleVisionnage,NombreConnexionsMois,MontantDernierPaiement,AgeUtilisateur,NombreFilmsRegardes,NombreEpisodesRegardes
893,Canada,Basic,TV,Actif,Documentaire,Carte de crédit,Espagnol,2016-05-12,2019-02-25,2017-02-20,2018-01-01,3265,51,7.56,31,52,84
894,USA,Standard,Tablette,Suspendu,Horreur,Virement,Espagnol,2017-09-22,2016-03-23,2015-09-25,2016-01-10,3454,36,11.32,65,34,51
895,Inde,Basic,Tablette,Suspendu,Documentaire,Chèque,Anglais,2015-06-21,2016-07-29,2015-10-30,2023-05-21,4627,5,15.68,71,27,188
896,Japon,Premium,PC,Suspendu,Drame,Virement,Japonais,2015-02-12,2016-02-28,2022-06-03,2023-02-14,3038,32,15.89,19,82,240
897,Brésil,Premium,Mobile,Actif,Drame,PayPal,Espagnol,2020-01-18,2015-11-09,2019-09-13,2019-12-13,4230,50,10.09,18,87,267
898,France,Premium,TV,Suspendu,Documentaire,Chèque,Hindi,2016-06-17,2020-01-28,2016-10-04,2019-08-15,3940,5,11.22,44,98,151
899,Canada,Premium,Mobile,Annulé,Comédie,PayPal,Japonais,2018-11-16,2018-08-22,2022-06-09,2022-11-23,4518,67,8.28,52,24,141
900,France,Basic,Tablette,Annulé,Action,PayPal,Hindi,2021-03-05,2023-02-19,2021-08-04,2021-10-14,3021,94,10.11,39,55,269
901,Canada,Standard,TV,Suspendu,Comédie,Virement,Japonais,2021-03-16,2017-07-27,2016-12-08,2017-09-05,2821,69,10.91,21,73,237
902,Brésil,Basic,Mobile,Actif,Horreur,Chèque,Anglais,2017-05-04,2016-01-19,2023-10-31,2024-07-05,2304,60,12.57,66,49,203
903,France,Premium,TV,Annulé,Horreur,PayPal,Hindi,2022-11-01,2018-06-07,2021-04-16,2022-01-14,3163,74,15.17,58,51,268
904,Inde,Standard,TV,Suspendu,Horreur,Virement,Japonais,2019-04-26,2023-02-03,2022-05-11,2023-04-21,3813,3,10.35,40,65,229
905,France,Basic,Tablette,Annulé,Documentaire,PayPal,Français,2016-07-28,2016-09-02,2016-07-09,2021-03-12,78,47,10.15,54,5,99
906,Allemagne,Premium,Tablette,Suspendu,Documentaire,Virement,Français,2016-06-17,2017-05-05,2015-02-24,2023-07-18,692,25,15.65,50,38,123
907,Brésil,Premium,TV,Actif,Horreur,Chèque,Espagnol,2020-01-08,2020-03-07,2021-02-23,2022-02-01,2398,92,8.7,63,11,3
908,Canada,Basic,TV,Actif,Drame,PayPal,Espagnol,2017-04-07,2023-02-08,2021-04-24,2021-04-25,1253,45,10.11,39,25,19
909,Japon,Basic,Tablette,Suspendu,Sci-Fi,Chèque,Anglais,2019-06-24,2023-06-16,2022-02-03,2022-08-26,1230,25,14.01,34,38,188
910,Brésil,Basic,TV,Actif,Sci-Fi,Carte de crédit,Anglais,2023-02-05,2016-09-27,2022-05-22,2023-04-29,2139,11,15.93,62,44,214
911,France,Premium,TV,Annulé,Comédie,Chèque,Allemand,2017-12-18,2018-08-11,2021-01-14,2022-01-04,1088,58,8.77,54,46,295
912,USA,Standard,Tablette,Annulé,Horreur,Carte de crédit,Allemand,2017-11-24,2017-11-30,2022-06-14,2022-07-18,4064,93,13.6,20,70,187
913,Canada,Premium,Tablette,Suspendu,Drame,Chèque,Hindi,2015-01-05,2017-07-12,2018-08-13,2020-07-06,131,98,13.36,51,20,136
914,Canada,Premium,Mobile,Actif,Comédie,Virement,Anglais,2021-03-09,2021-10-10,2021-06-07,2022-06-17,3994,81,12.01,27,34,61
915,Inde,Basic,Mobile,Actif,Action,Carte de crédit,Japonais,2023-09-17,2018-11-11,2020-10-01,2021-05-21,1568,24,9.14,53,26,193
916,Allemagne,Basic,TV,Annulé,Sci-Fi,Virement,Allemand,2015-08-02,2020-02-24,2015-08-27,2016-12-11,1407,38,15.53,67,70,24
917,Japon,Basic,TV,Annulé,Action,PayPal,Hindi,2016-09-14,2015-08-18,2018-07-18,2021-07-17,648,74,7.85,59,1,263
918,Brésil,Premium,Mobile,Actif,Comédie,Virement,Allemand,2015-04-24,2020-08-25,2019-06-25,2019-12-19,2289,28,10.38,44,15,7
919,Canada,Premium,Mobile,Suspendu,Sci-Fi,Virement,Français,2016-06-12,2015-09-24,2017-07-30,2020-11-07,4344,6,11.54,66,80,67
920,France,Premium,PC,Annulé,Drame,PayPal,Anglais,2019-05-24,2016-01-19,2019-02-02,2023-01-02,4620,19,11.84,23,32,119
921,Japon,Basic,Tablette,Actif,Comédie,Chèque,Allemand,2016-04-21,2019-06-12,2019-11-11,2020-08-21,3602,88,7.86,70,9,284
922,Canada,Premium,PC,Actif,Drame,Chèque,Français,2016-08-05,2015-08-10,2018-02-11,2023-04-22,3638,13,13.35,74,55,26
923,USA,Premium,Tablette,Actif,Sci-Fi,Virement,Français,2023-03-16,2018-04-14,2019-02-15,2019-12-01,1530,15,8.47,60,65,241
924,Inde,Standard,PC,Suspendu,Comédie,Virement,Français,2022-05-30,2018-05-04,2020-11-28,2021-07-06,4616,69,11.9,74,45,83
925,Inde,Basic,PC,Suspendu,Sci-Fi,Carte de crédit,Espagnol,2018-02-19,2019-04-26,2023-10-15,2023-10-17,4544,25,12.07,26,59,190
926,Japon,Standard,Tablette,Annulé,Drame,PayPal,Japonais,2019-06-15,2018-10-17,2023-10-24,2024-03-03,1521,24,15.25,61,81,196
927,France,Standard,Tablette,Suspendu,Drame,Carte de crédit,Hindi,2023-10-12,2022-11-02,2017-03-09,2017-04-30,1651,84,13.02,25,96,203
928,USA,Premium,PC,Annulé,Drame,Chèque,Hindi,2016-03-16,2018-05-18,2016-01-20,2016-04-20,3661,32,7.77,33,51,86
929,Inde,Premium,Tablette,Suspendu,Comédie,Carte de crédit,Anglais,2018-04-16,2016-02-25,2016-09-23,2022-03-25,4867,31,9.08,23,54,194
930,USA,Standard,Mobile,Annulé,Documentaire,Chèque,Français,2020-09-30,2019-07-08,2015-01-08,2023-07-14,435,30,6.08,36,26,229
931,France,Standard,TV,Suspendu,Action,Chèque,Anglais,2016-06-05,2015-04-07,2016-07-25,2018-02-12,712,16,7.44,72,39,102
932,USA,Premium,TV,Suspendu,Drame,Carte de crédit,Japonais,2023-09-05,2022-12-31,2023-11-23,2024-03-27,693,27,8.71,42,91,229
933,Canada,Basic,Mobile,Annulé,Comédie,Virement,Japonais,2020-10-28,2015-04-11,2016-11-12,2019-02-05,995,48,10.54,37,25,112
934,Brésil,Basic,PC,Actif,Documentaire,Virement,Anglais,2019-04-21,2020-10-17,2015-09-20,2018-04-27,957,38,13.44,56,94,169
935,Japon,Basic,TV,Actif,Comédie,Virement,Français,2015-09-04,2022-04-10,2016-08-10,2023-06-09,4793,99,11.18,55,23,22
936,Brésil,Standard,TV,Suspendu,Documentaire,Virement,Hindi,2017-12-04,2021-06-05,2018-01-02,2020-11-14,94,5,8.62,29,14,18
937,Canada,Basic,Mobile,Annulé,Drame,Carte de crédit,Anglais,2017-06-08,2020-11-23,2023-12-13,2024-05-09,2662,83,10.4,59,96,230
938,France,Basic,Tablette,Actif,Horreur,PayPal,Espagnol,2022-01-06,2016-10-10,2017-12-27,2022-06-24,4634,44,7.2,68,44,218
939,France,Standard,PC,Actif,Drame,PayPal,Hindi,2020-02-09,2015-04-22,2019-03-03,2020-11-03,4131,20,6.37,27,6,95
940,USA,Basic,TV,Actif,Sci-Fi,Carte de crédit,Français,2015-12-15,2018-11-12,2022-11-22,2023-09-17,1469,99,12.57,41,96,255
941,Brésil,Premium,Mobile,Annulé,Documentaire,Virement,Allemand,2015-07-22,2017-01-22,2019-12-22,2023-02-19,2465,79,7.22,56,6,117
942,USA,Basic,Mobile,Suspendu,Action,PayPal,Espagnol,2017-06-03,2016-07-10,2018-03-15,2023-11-09,3925,19,8.17,37,89,282
943,Japon,Standard,PC,Suspendu,Horreur,Carte de crédit,Japonais,2015-09-06,2019-01-20,2015-03-18,2019-07-31,591,46,8.37,70,75,197
944,Brésil,Basic,Tablette,Suspendu,Drame,Chèque,Japonais,2018-02-04,2018-11-25,2017-01-03,2017-08-02,2621,63,8.82,58,78,69
945,Brésil,Premium,PC,Annulé,Horreur,PayPal,Hindi,2022-05-10,2020-08-17,2017-04-18,2017-06-25,2750,47,12.15,52,8,42
946,Inde,Basic,Tablette,Actif,Drame,Carte de crédit,Espagnol,2021-06-12,2019-03-17,2018-04-12,2018-10-17,1963,29,12.9,61,94,194
947,Canada,Basic,Tablette,Suspendu,Sci-Fi,Carte de crédit,Anglais,2023-05-05,2020-02-25,2021-09-02,2022-05-13,993,76,14.09,26,57,123
948,Canada,Premium,PC,Annulé,Comédie,PayPal,Français,2019-09-21,2019-07-10,2020-05-25,2021-05-12,2221,40,8.95,68,92,153
949,Canada,Standard,PC,Actif,Comédie,Virement,Espagnol,2021-11-08,2021-08-15,2016-02-22,2022-05-17,3770,42,6.49,50,7,293
950,Allemagne,Standard,Mobile,Actif,Horreur,PayPal,Allemand,2018-11-02,2020-12-01,2016-05-24,2020-01-15,3163,88,15.0,44,93,22
951,USA,Premium,TV,Actif,Sci-Fi,Virement,Français,2021-02-11,2015-09-07,2018-08-10,2021-11-26,1888,56,10.39,20,14,46
952,France,Basic,Mobile,Annulé,Documentaire,Carte de crédit,Hindi,2016-06-21,2016-02-22,2017-04-25,2019-11-07,4537,49,13.34,38,91,281
953,France,Standard,Tablette,Annulé,Comédie,Chèque,Japonais,2020-12-02,2015-08-09,2015-09-09,2016-02-04,4772,59,7.88,27,5,34
954,Canada,Standard,Mobile,Suspendu,Comédie,Virement,Français,2016-10-02,2019-09-20,2015-08-13,2019-10-14,722,46,12.14,63,50,171
955,Allemagne,Standard,TV,Suspendu,Action,Chèque,Anglais,2023-08-11,2020-02-06,2023-09-07,2024-06-26,3570,37,9.08,39,22,195
956,Canada,Premium,PC,Actif,Comédie,PayPal,Français,2019-07-18,2018-06-25,2020-11-02,2021-11-06,2491,33,8.42,70,55,87
957,Canada,Standard,Tablette,Suspendu,Drame,Chèque,Japonais,2021-06-09,2019-09-26,2018-05-26,2019-03-27,4464,86,6.85,36,79,58
958,Canada,Premium,PC,Annulé,Documentaire,Carte de crédit,Anglais,2023-08-03,2017-04-19,2021-10-31,2022-07-27,2145,4,10.78,28,58,279
959,Brésil,Premium,Mobile,Actif,Drame,Chèque,Hindi,2020-06-17,2018-11-02,2023-08-11,2024-02-05,4652,99,9.13,57,99,287
960,Japon,Basic,Tablette,Actif,Documentaire,PayPal,Hindi,2015-12-06,2017-09-27,2019-08-19,2022-08-03,1818,64,6.69,60,23,258
961,Japon,Standard,PC,Annulé,Horreur,Virement,Allemand,2017-08-28,2019-06-29,2016-02-21,2016-12-31,3923,4,14.71,64,1,228
962,France,Premium,PC,Actif,Horreur,Carte de crédit,Allemand,2022-02-25,2019-06-25,2015-02-18,2022-12-28,1588,23,10.77,22,59,61
963,Japon,Standard,Mobile,Actif,Comédie,Carte de crédit,Japonais,2022-03-17,2018-03-30,2019-09-14,2021-09-08,3133,56,11.41,74,9,4
964,Brésil,Premium,TV,Actif,Action,Chèque,Japonais,2021-06-20,2019-07-29,2023-07-01,2023-10-30,1540,87,10.59,31,58,93
965,USA,Premium,Mobile,Actif,Horreur,Virement,Hindi,2019-12-03,2022-07-13,2020-08-31,2021-01-29,277,95,12.5,68,5,216
966,France,Premium,TV,Annulé,Comédie,Virement,Allemand,2018-02-07,2021-12-22,2019-07-12,2020-05-25,898,91,9.43,40,60,15
967,USA,Basic,Tablette,Annulé,Sci-Fi,Carte de crédit,Espagnol,2022-12-19,2023-06-20,2021-06-17,2021-09-30,4568,70,15.68,58,19,169
968,Brésil,Standard,Tablette,Suspendu,Drame,Carte de crédit,Espagnol,2018-07-31,2018-04-03,2021-03-18,2022-02-28,3824,0,9.93,61,77,195
969,Canada,Basic,TV,Suspendu,Horreur,Virement,Hindi,2018-12-10,2023-09-23,2021-03-19,2021-09-06,2333,48,9.18,18,49,257
970,Canada,Standard,Tablette,Actif,Action,Virement,Allemand,2018-02-25,2023-02-14,2019-12-11,2020-06-28,2168,49,7.18,59,47,11
971,Inde,Standard,Tablette,Actif,Sci-Fi,PayPal,Espagnol,2023-12-24,2020-05-02,2020-08-16,2021-06-13,3207,23,8.37,51,66,150
972,Allemagne,Standard,TV,Suspendu,Action,Chèque,Espagnol,2016-01-11,2016-03-27,2017-12-07,2022-09-15,3849,22,12.0,36,24,41
973,Inde,Standard,TV,Suspendu,Action,PayPal,Espagnol,2020-06-28,2021-04-04,2022-05-29,2023-04-01,940,83,9.61,67,61,188
974,Inde,Premium,TV,Actif,Drame,Virement,Espagnol,2020-06-16,2020-06-19,2017-07-04,2020-10-16,34,53,11.69,18,16,52
975,Canada,Premium,TV,Annulé,Action,Carte de crédit,Français,2022-01-06,2016-02-04,2017-11-04,2021-04-29,2754,74,14.61,50,57,56
976,USA,Basic,TV,Annulé,Action,PayPal,Japonais,2016-01-12,2016-07-07,2017-08-18,2020-08-28,2617,57,14.49,41,15,49
977,Japon,Basic,Tablette,Actif,Action,Chèque,Espagnol,2022-02-20,2015-05-12,2023-05-20,2023-10-28,734,50,9.77,19,14,287
978,Allemagne,Standard,TV,Annulé,Comédie,Virement,Japonais,2016-02-02,2023-05-12,2022-07-24,2022-08-20,676,87,13.37,74,62,261
979,Allemagne,Basic,Mobile,Suspendu,Action,Virement,Français,2017-11-12,2023-03-23,2019-08-31,2022-06-28,1578,46,6.15,37,57,24
980,Japon,Standard,Mobile,Actif,Sci-Fi,Virement,Français,2022-02-12,2017-02-16,2023-11-02,2024-01-31,4850,94,9.6,26,88,112
981,Inde,Standard,Mobile,Suspendu,Documentaire,Virement,Allemand,2020-01-07,2016-05-23,2016-10-12,2017-04-02,4289,63,6.81,74,18,199
982,Japon,Basic,PC,Actif,Horreur,PayPal,Allemand,2015-06-16,2021-08-28,2022-10-17,2023-08-08,2968,83,8.84,58,91,240
983,France,Basic,Tablette,Actif,Horreur,PayPal,Français,2023-06-25,2021-11-18,2019-11-06,2019-11-21,3063,64,11.49,69,10,148
984,Inde,Premium,TV,Actif,Documentaire,PayPal,Espagnol,2015-08-13,2017-01-23,2017-10-26,2018-06-09,770,89,13.86,36,22,91
985,Brésil,Premium,Tablette,Suspendu,Horreur,Carte de crédit,Japonais,2020-09-16,2021-01-24,2022-07-09,2022-08-07,3256,65,13.68,31,37,17
986,France,Standard,Tablette,Actif,Sci-Fi,Virement,Allemand,2023-11-21,2019-07-27,2019-01-30,2019-08-23,4717,22,7.49,50,7,170
987,Canada,Premium,PC,Actif,Documentaire,PayPal,Japonais,2016-11-04,2022-03-09,2017-04-30,2017-05-09,3654,57,12.55,62,21,159
988,USA,Premium,PC,Annulé,Documentaire,Virement,Anglais,2016-09-02,2018-12-20,2019-01-18,2019-01-21,2758,75,13.37,41,97,23
989,USA,Basic,PC,Annulé,Comédie,PayPal,Anglais,2021-04-03,2019-07-10,2018-07-11,2022-07-07,4440,16,8.75,66,42,73
990,Canada,Basic,Tablette,Suspendu,Drame,Virement,Japonais,2016-01-14,2016-01-28,2018-07-21,2019-05-13,3809,14,8.22,41,76,75
991,Canada,Premium,PC,Suspendu,Sci-Fi,Carte de crédit,Anglais,2021-01-16,2016-06-08,2020-06-02,2021-02-24,2514,0,8.53,18,32,231
992,Brésil,Standard,Tablette,Annulé,Drame,Chèque,Espagnol,2023-12-14,2017-04-14,2022-08-21,2022-09-10,3870,59,6.07,63,4,231
993,Inde,Basic,Mobile,Annulé,Horreur,Chèque,Hindi,2020-08-15,2017-11-30,2023-02-14,2023-06-05,889,47,9.12,67,48,182
994,Inde,Standard,Mobile,Suspendu,Drame,Virement,Hindi,2022-12-31,2018-04-26,2022-07-07,2022-12-07,3564,66,10.95,63,36,115
995,Japon,Standard,Mobile,Actif,Action,PayPal,Hindi,2023-04-15,2017-09-26,2021-09-11,2022-01-25,1550,46,15.58,65,95,214
996,France,Basic,PC,Suspendu,Comédie,Chèque,Allemand,2018-02-02,2018-01-19,2023-09-29,2023-11-28,1853,21,9.74,58,67,275
997,Inde,Standard,Mobile,Suspendu,Sci-Fi,Virement,Espagnol,2015-10-23,2018-04-03,2018-08-12,2023-09-18,98,2,8.9,57,19,65
998,Allemagne,Premium,TV,Suspendu,Comédie,PayPal,Français,2019-04-06,2017-01-29,2017-02-10,2021-03-08,3026,16,8.68,58,42,279
999,Allemagne,Premium,Tablette,Actif,Drame,Virement,Allemand,2020-12-12,2016-03-18,2020-08-07,2021-04-24,1288,57,9.57,25,83,179
1000,Japon,Premium,TV,Actif,Action,Chèque,Espagnol,2020-08-22,2022-05-28,2018-09-15,2022-03-06,4742,35,9.64,25,64,108
